Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-08-31,Sydney,11.5,20.0,0.0,,,W,NE,9.0,22.0,71.0,60.0,1025.3,1019.8,15.8,18.4,No,No
2010-09-01,Sydney,14.9,25.9,0.0,,,,,,,53.0,33.0,1017.8,1012.5,18.2,24.1,No,No
2010-09-02,Sydney,16.6,18.1,0.8,,,,,,,77.0,74.0,1016.3,1014.4,17.8,17.8,No,Yes
2010-09-03,Sydney,13.7,17.6,3.2,,,,,,,80.0,64.0,1025.8,1023.6,15.2,16.5,Yes,Yes
2010-09-04,Sydney,15.2,20.3,7.4,,,,,,,90.0,84.0,1014.2,1006.7,17.6,19.0,Yes,No
2010-09-05,Sydney,16.4,21.3,0.6,,,,,,,44.0,35.0,1007.9,1009.7,18.6,20.4,No,No
2010-09-06,Sydney,11.5,20.4,0.0,,,,,,,45.0,33.0,1018.6,1017.1,15.1,18.9,No,No
2010-09-07,Sydney,10.4,16.8,0.0,,,,S,,24.0,54.0,51.0,1023.4,1023.3,14.4,16.1,No,No
2010-09-08,Sydney,8.2,18.3,0.0,,,W,ESE,15.0,15.0,58.0,54.0,1027.3,1023.6,13.1,17.2,No,No
2010-09-09,Sydney,9.7,18.4,0.0,,,W,NW,2.0,6.0,77.0,56.0,1017.5,1010.6,13.0,18.0,No,Yes
2010-09-10,Sydney,11.0,24.5,2.4,,,W,W,9.0,39.0,82.0,34.0,1004.1,1001.3,16.2,21.2,Yes,No
2010-09-11,Sydney,11.1,19.9,0.8,,,W,E,20.0,15.0,46.0,44.0,1017.4,1017.2,15.3,17.5,No,No
2010-09-12,Sydney,9.2,18.9,0.0,,,W,NE,15.0,17.0,64.0,61.0,1022.5,1017.8,13.6,17.6,No,No
2010-09-13,Sydney,13.3,23.9,0.0,,,W,W,13.0,24.0,64.0,24.0,1015.8,1012.1,16.2,23.3,No,No
2010-09-14,Sydney,13.9,18.1,0.0,,,ESE,ESE,28.0,28.0,70.0,87.0,1016.4,1011.4,17.6,15.7,No,Yes
2010-09-15,Sydney,,20.4,21.0,,,W,E,13.0,13.0,75.0,63.0,1010.8,1009.6,15.4,18.8,Yes,No
2010-09-16,Sydney,10.4,21.2,0.0,,,W,WNW,24.0,19.0,42.0,30.0,1014.8,1010.6,15.3,20.8,No,No
2010-09-17,Sydney,9.5,19.3,0.0,,,W,ENE,20.0,19.0,41.0,33.0,1021.1,1017.8,13.5,17.2,No,No
2010-09-18,Sydney,9.6,23.3,0.0,,,W,ESE,17.0,20.0,48.0,45.0,1017.4,1013.8,15.0,19.5,No,No
2010-09-19,Sydney,11.7,18.1,0.0,,,W,ENE,11.0,13.0,56.0,66.0,1022.0,1019.7,15.0,17.3,No,No
2010-09-20,Sydney,11.1,20.1,0.0,,,W,E,13.0,20.0,66.0,65.0,1024.0,1022.7,16.8,18.5,No,No
2010-09-21,Sydney,11.6,23.7,0.0,,,W,SSE,15.0,24.0,82.0,66.0,1023.0,1022.3,15.3,20.4,No,Yes
2010-09-22,Sydney,13.0,20.1,1.8,,,W,E,11.0,22.0,75.0,61.0,1026.5,1020.8,16.6,18.1,Yes,No
2010-09-23,Sydney,15.2,19.0,0.2,,,SE,E,13.0,15.0,69.0,63.0,1024.7,1022.3,16.6,17.3,No,No
2010-09-24,Sydney,13.7,21.1,0.0,,,NNW,NE,13.0,13.0,67.0,69.0,1022.2,1017.6,19.0,20.2,No,No
2010-09-25,Sydney,13.4,26.9,0.0,,,W,ESE,9.0,15.0,58.0,33.0,1016.0,1013.5,18.5,24.8,No,No
2010-09-26,Sydney,13.1,22.0,0.0,,,W,E,6.0,24.0,57.0,74.0,1020.1,1017.3,19.5,19.7,No,No
2010-09-27,Sydney,12.8,27.1,0.0,,,W,WNW,9.0,7.0,60.0,38.0,1014.5,,18.7,26.5,No,No
2010-09-28,Sydney,14.2,27.0,0.0,,,WNW,WNW,11.0,17.0,36.0,18.0,1013.2,,21.7,26.2,No,No
2010-09-29,Sydney,13.2,18.5,0.0,,,WSW,SSE,11.0,26.0,39.0,42.0,1016.8,,16.5,16.7,No,Yes
2010-09-30,Sydney,8.6,18.7,4.0,,,WNW,E,11.0,19.0,54.0,42.0,,,14.4,16.2,Yes,No
2010-10-01,Sydney,9.7,18.4,0.0,,,W,E,9.0,19.0,69.0,61.0,,,12.7,17.7,No,No
2010-10-02,Sydney,12.7,19.6,0.0,,,E,ENE,13.0,20.0,70.0,82.0,1029.8,1027.7,18.3,16.5,No,Yes
2010-10-03,Sydney,15.0,19.7,14.2,,,ENE,E,19.0,24.0,93.0,77.0,1030.0,1027.4,15.3,18.9,Yes,Yes
2010-10-04,Sydney,15.3,20.6,12.0,,,E,E,7.0,24.0,83.0,72.0,1026.2,1022.8,17.9,19.9,Yes,Yes
2010-10-05,Sydney,16.6,22.4,2.6,,,E,,2.0,,81.0,71.0,,,19.4,21.1,Yes,No
2010-10-06,Sydney,17.2,22.4,0.0,,,,,,,83.0,72.0,,,19.7,21.8,No,No
2010-10-07,Sydney,16.3,23.1,0.0,SSE,50.0,,SE,,24.0,88.0,73.0,,,17.7,18.2,No,No
2010-10-08,Sydney,13.8,19.5,0.0,ESE,35.0,NNE,ESE,4.0,19.0,73.0,56.0,,,16.5,19.1,No,No
2010-10-09,Sydney,15.8,18.9,0.0,ESE,31.0,ESE,ENE,20.0,11.0,59.0,55.0,1026.4,1025.3,17.0,18.3,No,
2010-10-10,Sydney,14.7,21.9,,ESE,48.0,ESE,ESE,28.0,33.0,59.0,53.0,1031.2,1031.7,18.5,20.7,,Yes
2010-10-11,Sydney,16.5,21.1,1.2,ENE,56.0,NE,NE,26.0,20.0,62.0,55.0,,,19.6,20.9,Yes,No
2010-10-12,Sydney,16.4,21.8,1.0,NNE,50.0,NNE,NE,13.0,28.0,82.0,58.0,,,18.3,21.5,No,No
2010-10-13,Sydney,16.7,23.9,0.4,NNE,39.0,W,ENE,7.0,19.0,81.0,64.0,,,17.8,22.9,No,Yes
2010-10-14,Sydney,17.8,28.9,2.0,NNW,41.0,NNW,E,22.0,17.0,63.0,48.0,1011.2,1008.1,22.3,26.6,Yes,No
2010-10-15,Sydney,19.5,24.7,0.0,NNW,76.0,NE,NE,13.0,31.0,66.0,73.0,999.6,989.8,21.5,21.8,No,No
2010-10-16,Sydney,11.7,16.1,0.8,WNW,85.0,W,W,46.0,48.0,34.0,28.0,999.3,1003.6,12.9,15.2,No,No
2010-10-17,Sydney,9.9,24.0,0.0,W,41.0,W,SSE,24.0,4.0,44.0,30.0,1012.9,1011.3,14.7,23.3,No,No
2010-10-18,Sydney,12.6,24.2,0.0,W,39.0,WSW,NE,24.0,13.0,48.0,39.0,,,16.4,23.2,No,Yes
2010-10-19,Sydney,14.0,19.0,3.8,SSE,37.0,SSE,SSE,17.0,19.0,82.0,53.0,,1026.2,14.7,17.1,Yes,No
2010-10-20,Sydney,12.9,20.3,0.2,ENE,37.0,W,E,11.0,26.0,70.0,57.0,1028.8,1025.6,16.9,19.8,No,No
2010-10-21,Sydney,13.3,21.5,0.0,ENE,41.0,W,ENE,11.0,28.0,75.0,58.0,1025.9,1022.4,17.6,21.3,No,No
2010-10-22,Sydney,15.3,23.0,0.0,NNE,41.0,W,ENE,6.0,19.0,70.0,63.0,1021.4,1017.8,19.0,22.2,No,No
2010-10-23,Sydney,15.8,27.2,0.0,NW,52.0,W,WSW,7.0,4.0,59.0,82.0,1016.6,1015.1,21.4,19.3,No,Yes
2010-10-24,Sydney,14.1,15.7,30.6,SSE,48.0,SSE,S,22.0,20.0,92.0,75.0,1021.1,1020.6,14.1,15.7,Yes,Yes
2010-10-25,Sydney,13.9,19.6,14.0,SSW,50.0,SW,S,17.0,22.0,90.0,64.0,,1018.4,15.5,19.1,Yes,No
2010-10-26,Sydney,12.9,26.7,0.2,NE,33.0,W,ENE,13.0,24.0,73.0,56.0,1018.0,1015.0,17.8,22.5,No,No
2010-10-27,Sydney,14.8,23.8,0.0,SSE,54.0,SSE,SE,13.0,26.0,76.0,69.0,1016.0,1014.7,20.2,20.6,No,Yes
2010-10-28,Sydney,16.4,21.4,1.8,ESE,33.0,SE,ESE,17.0,19.0,65.0,53.0,1021.5,1020.4,18.3,20.2,Yes,No
2010-10-29,Sydney,14.5,22.1,0.2,ENE,31.0,WNW,ENE,11.0,15.0,82.0,59.0,1020.7,1017.5,16.2,20.5,No,No
2010-10-30,Sydney,16.2,24.4,0.0,NE,56.0,N,NE,9.0,22.0,70.0,64.0,1015.1,1012.2,22.0,23.8,No,No
2010-10-31,Sydney,19.3,24.7,0.0,NE,50.0,NE,NE,19.0,28.0,81.0,64.0,1012.0,1010.6,20.7,24.2,No,Yes
2010-11-01,Sydney,18.1,20.4,5.2,SSE,48.0,S,SSE,22.0,28.0,78.0,77.0,1014.7,1012.1,18.7,18.6,Yes,Yes
2010-11-02,Sydney,11.8,17.9,32.6,WSW,54.0,W,SSE,31.0,24.0,77.0,59.0,1011.8,1012.8,13.3,17.8,Yes,No
2010-11-03,Sydney,12.0,23.9,0.2,SE,44.0,W,ESE,13.0,24.0,65.0,54.0,1018.1,1016.3,17.6,20.7,No,No
2010-11-04,Sydney,14.4,18.1,0.4,ESE,48.0,S,SE,15.0,20.0,83.0,68.0,1022.3,1020.5,14.8,17.6,No,Yes
2010-11-05,Sydney,13.4,19.2,8.4,SE,46.0,SE,SSE,17.0,30.0,67.0,53.0,1023.9,1022.1,15.2,17.8,Yes,Yes
2010-11-06,Sydney,13.6,18.8,26.0,ESE,37.0,SSW,SSE,7.0,15.0,93.0,81.0,1023.8,1021.9,14.1,16.7,Yes,Yes
2010-11-07,Sydney,13.4,23.3,8.8,NE,37.0,WNW,E,13.0,26.0,77.0,59.0,1021.3,1018.1,16.6,20.7,Yes,No
2010-11-08,Sydney,16.1,26.3,0.0,SW,74.0,E,NNE,7.0,28.0,64.0,52.0,1017.2,1015.1,23.3,23.8,No,Yes
2010-11-09,Sydney,17.2,23.6,5.6,SSE,37.0,SSE,E,22.0,11.0,80.0,54.0,1025.0,1024.2,19.7,23.2,Yes,No
2010-11-10,Sydney,18.2,24.5,0.0,N,52.0,WNW,ENE,6.0,30.0,87.0,72.0,1021.8,1017.1,20.9,23.5,No,Yes
2010-11-11,Sydney,19.7,27.2,8.6,E,30.0,ESE,E,7.0,24.0,77.0,43.0,1014.9,1012.0,20.1,25.0,Yes,No
2010-11-12,Sydney,19.1,26.8,0.0,NE,48.0,WNW,NE,6.0,24.0,67.0,57.0,1013.8,1011.9,24.3,25.6,No,
2010-11-13,Sydney,19.6,30.3,,NNE,43.0,E,NE,11.0,28.0,64.0,56.0,1014.9,1013.5,25.8,27.6,,No
2010-11-14,Sydney,20.5,30.4,0.0,NNE,50.0,ENE,NNE,13.0,28.0,70.0,56.0,1015.7,1012.8,26.1,27.2,No,No
2010-11-15,Sydney,22.3,23.9,0.0,SSE,30.0,SW,SE,9.0,7.0,70.0,95.0,1012.8,1012.6,23.9,19.4,No,Yes
2010-11-16,Sydney,17.4,23.5,21.0,ESE,35.0,S,SSE,13.0,20.0,82.0,65.0,1013.3,1011.3,18.8,22.8,Yes,No
2010-11-17,Sydney,17.1,22.3,0.4,SSE,28.0,S,E,17.0,15.0,80.0,61.0,1017.1,1015.7,17.5,21.0,No,No
2010-11-18,Sydney,16.8,23.4,1.0,NE,35.0,N,NE,7.0,20.0,65.0,59.0,1015.2,1012.2,22.3,22.6,No,No
2010-11-19,Sydney,16.7,20.0,0.0,SSE,67.0,S,SSE,26.0,33.0,71.0,58.0,1021.8,1024.0,17.4,18.5,No,No
2010-11-20,Sydney,13.7,21.9,0.0,E,30.0,SSE,ESE,2.0,19.0,58.0,,1027.2,,20.0,,No,No
2010-11-21,Sydney,15.0,23.1,0.0,ENE,39.0,NE,E,17.0,26.0,,55.0,,1022.9,,22.6,No,No
2010-11-22,Sydney,16.5,24.0,0.0,NE,44.0,WNW,E,4.0,26.0,82.0,54.0,1026.0,1024.3,19.3,23.2,No,No
2010-11-23,Sydney,18.6,25.2,0.0,ENE,46.0,NNE,NE,22.0,24.0,63.0,,1027.2,,22.5,,No,No
2010-11-24,Sydney,17.5,24.7,0.0,NE,56.0,NNE,NE,17.0,26.0,60.0,58.0,1025.3,1022.0,22.8,24.1,No,No
2010-11-25,Sydney,18.5,26.0,0.0,NE,44.0,E,NE,17.0,20.0,67.0,53.0,1020.5,1017.7,22.5,25.2,No,No
2010-11-26,Sydney,18.9,24.1,0.0,NE,37.0,E,E,13.0,19.0,62.0,72.0,1017.3,1015.3,23.9,22.4,No,No
2010-11-27,Sydney,18.2,25.8,0.0,NNE,63.0,E,NE,6.0,28.0,77.0,56.0,1015.6,1012.0,22.3,25.5,No,No
2010-11-28,Sydney,19.0,23.5,0.0,NNE,44.0,NE,NE,9.0,13.0,73.0,64.0,1010.9,1010.2,21.7,23.0,No,Yes
2010-11-29,Sydney,16.8,21.5,5.8,SSW,56.0,SSW,S,30.0,28.0,85.0,77.0,1013.6,1012.9,18.0,20.8,Yes,Yes
2010-11-30,Sydney,16.4,21.6,5.6,SSW,44.0,S,SSE,11.0,17.0,94.0,91.0,1016.4,1014.5,17.3,20.2,Yes,Yes
2010-12-01,Sydney,17.2,20.1,27.6,E,43.0,ENE,E,30.0,19.0,94.0,89.0,1016.4,1015.3,18.9,19.9,Yes,Yes
2010-12-02,Sydney,18.5,24.3,21.0,ENE,44.0,ENE,ENE,17.0,22.0,91.0,78.0,1018.0,1015.9,20.1,22.7,Yes,No
2010-12-03,Sydney,19.8,24.4,0.2,ENE,43.0,NNE,E,17.0,24.0,70.0,74.0,1017.3,1014.7,23.7,23.2,No,No
2010-12-04,Sydney,19.6,22.7,0.0,NE,31.0,NNW,E,6.0,19.0,84.0,80.0,1013.0,1010.2,20.9,22.0,No,Yes
2010-12-05,Sydney,19.5,25.1,1.4,E,30.0,WNW,E,6.0,17.0,,,,,,,Yes,No
2010-12-06,Sydney,20.4,25.7,1.0,ESE,28.0,ESE,ESE,7.0,19.0,74.0,67.0,1014.2,1013.3,23.6,25.5,No,No
2010-12-07,Sydney,21.0,26.0,0.0,ENE,43.0,E,ENE,19.0,24.0,73.0,63.0,1016.5,1015.4,23.5,25.4,No,No
2010-12-08,Sydney,20.8,26.3,0.0,NE,63.0,NE,NE,15.0,28.0,67.0,68.0,1016.7,1012.5,24.8,25.7,No,No
2010-12-09,Sydney,22.0,30.7,0.0,N,31.0,NE,SSE,13.0,9.0,80.0,62.0,1010.8,1008.2,23.4,28.3,No,No
2010-12-10,Sydney,22.8,29.6,0.0,S,46.0,WSW,E,17.0,28.0,74.0,72.0,1009.4,1006.0,23.6,24.0,No,No
2010-12-11,Sydney,17.2,26.9,0.0,NE,39.0,W,ENE,13.0,22.0,46.0,56.0,1007.9,1003.1,22.2,23.4,No,No
2010-12-12,Sydney,17.8,30.8,0.0,SSW,46.0,W,ENE,6.0,28.0,47.0,40.0,1004.0,1003.7,24.8,26.1,No,No
2010-12-13,Sydney,18.5,26.3,0.0,SSW,44.0,SSW,ESE,15.0,24.0,62.0,51.0,1013.5,1012.7,22.6,25.5,No,No
2010-12-14,Sydney,20.0,26.0,0.0,SSE,35.0,SE,ESE,17.0,19.0,69.0,,1016.1,,23.4,,No,No
2010-12-15,Sydney,20.0,25.6,0.0,NNE,43.0,E,E,11.0,24.0,71.0,69.0,1010.8,1006.7,24.0,24.7,No,No
2010-12-16,Sydney,21.7,26.4,0.0,SSE,52.0,ENE,NNW,4.0,6.0,72.0,91.0,1003.8,1006.0,24.7,20.6,No,Yes
2010-12-17,Sydney,18.0,26.4,7.6,NW,41.0,SSW,ESE,6.0,6.0,75.0,71.0,1005.7,1003.5,20.5,23.0,Yes,No
2010-12-18,Sydney,19.6,25.5,0.0,W,57.0,NW,NW,24.0,26.0,57.0,44.0,1003.1,999.6,20.7,25.4,No,No
2010-12-19,Sydney,18.5,27.3,0.0,WSW,65.0,N,N,15.0,33.0,69.0,44.0,1003.5,995.6,19.8,26.4,No,Yes
2010-12-20,Sydney,13.3,21.7,4.8,W,72.0,W,W,41.0,41.0,42.0,32.0,997.6,1000.7,16.7,21.3,Yes,No
2010-12-21,Sydney,15.4,27.8,0.0,W,52.0,WNW,WNW,26.0,20.0,36.0,26.0,1008.7,1007.9,21.3,27.1,No,No
2010-12-22,Sydney,17.7,25.7,0.0,SE,41.0,SE,SSE,19.0,26.0,71.0,61.0,1018.5,1017.6,22.0,25.2,No,No
2010-12-23,Sydney,19.1,27.0,0.0,SSE,59.0,W,E,9.0,19.0,72.0,57.0,1018.1,1016.5,21.4,26.2,No,No
2010-12-24,Sydney,18.7,24.1,0.0,SE,44.0,ESE,ESE,19.0,19.0,65.0,47.0,1026.1,1023.7,19.8,23.6,No,No
2010-12-25,Sydney,16.0,26.3,0.0,ENE,43.0,,NE,0.0,19.0,69.0,61.0,1017.2,1011.4,21.5,25.5,No,No
2010-12-26,Sydney,20.8,31.3,0.8,SSE,76.0,W,WNW,20.0,15.0,88.0,56.0,1006.3,1001.4,21.1,28.7,No,Yes
2010-12-27,Sydney,18.4,19.9,17.0,SSE,57.0,SSW,SSE,15.0,28.0,88.0,78.0,1005.5,1005.8,18.5,18.9,Yes,Yes
2010-12-28,Sydney,15.4,21.2,1.8,SSE,39.0,SSE,ESE,11.0,19.0,59.0,50.0,1018.9,1019.1,19.0,20.7,Yes,No
2010-12-29,Sydney,17.3,24.7,0.0,NE,48.0,WSW,NE,4.0,28.0,66.0,56.0,1018.5,1014.8,21.1,24.1,No,No
2010-12-30,Sydney,20.0,26.5,0.0,E,30.0,E,E,7.0,20.0,64.0,63.0,1016.6,1015.3,24.7,24.8,No,No
2010-12-31,Sydney,21.4,27.2,0.0,NE,46.0,ESE,ENE,7.0,28.0,78.0,65.0,1016.0,1013.9,24.0,26.4,No,No
2011-01-01,Sydney,20.5,29.0,0.0,NE,39.0,E,ENE,13.0,20.0,69.0,58.0,1013.2,1010.1,25.5,27.1,No,No
2011-01-02,Sydney,20.7,28.0,0.0,S,52.0,SE,SSE,9.0,26.0,72.0,62.0,1011.9,1010.8,24.7,26.6,No,Yes
2011-01-03,Sydney,18.9,21.3,5.6,SSW,50.0,S,SSE,17.0,20.0,81.0,84.0,1014.5,1013.9,19.9,19.2,Yes,Yes
2011-01-04,Sydney,17.3,22.6,3.0,SSE,35.0,SSW,SE,20.0,19.0,74.0,60.0,1014.1,1011.6,20.1,21.8,Yes,No
2011-01-05,Sydney,17.2,23.4,0.0,S,26.0,WNW,E,6.0,20.0,64.0,57.0,1008.0,1005.8,21.1,23.0,No,No
2011-01-06,Sydney,19.5,26.8,0.0,S,41.0,S,S,20.0,17.0,72.0,57.0,1010.8,1011.1,22.6,24.9,No,Yes
2011-01-07,Sydney,19.9,26.5,7.6,ESE,33.0,SSE,E,9.0,17.0,88.0,67.0,1013.6,1013.0,22.1,26.5,Yes,Yes
2011-01-08,Sydney,21.3,26.7,6.6,ENE,31.0,ENE,E,11.0,20.0,68.0,62.0,1013.8,1012.1,24.3,26.4,Yes,Yes
2011-01-09,Sydney,22.0,27.0,9.4,E,44.0,ENE,E,22.0,20.0,82.0,67.0,1014.4,1014.3,24.0,26.6,Yes,Yes
2011-01-10,Sydney,21.5,26.2,5.4,E,48.0,ENE,E,20.0,26.0,80.0,65.0,1016.4,1014.7,24.1,26.0,Yes,No
2011-01-11,Sydney,21.8,25.2,0.4,ENE,44.0,E,NE,20.0,20.0,71.0,79.0,1014.5,1012.1,24.3,24.3,No,Yes
2011-01-12,Sydney,22.3,27.9,1.6,NE,54.0,ENE,NE,13.0,28.0,79.0,71.0,1012.3,1011.6,25.2,26.4,Yes,No
2011-01-13,Sydney,23.3,26.6,0.2,ENE,44.0,NE,ENE,15.0,28.0,75.0,65.0,1014.8,1013.5,25.0,24.9,No,No
2011-01-14,Sydney,21.8,27.9,0.2,NNE,54.0,NNE,NE,19.0,28.0,56.0,53.0,1012.4,1009.3,26.5,27.6,No,No
2011-01-15,Sydney,22.0,30.4,0.6,NNE,37.0,N,ENE,9.0,7.0,87.0,61.0,1009.4,1007.0,22.6,29.6,No,No
2011-01-16,Sydney,22.1,28.1,0.2,SSW,30.0,S,ESE,11.0,15.0,86.0,65.0,1010.2,1007.4,23.1,28.0,No,No
2011-01-17,Sydney,21.4,29.8,0.0,S,52.0,E,SSE,13.0,24.0,65.0,68.0,1002.8,1001.5,25.8,26.3,No,No
2011-01-18,Sydney,20.0,26.1,0.0,E,31.0,S,ESE,13.0,20.0,68.0,57.0,1007.5,1007.3,22.4,24.8,No,Yes
2011-01-19,Sydney,19.3,25.4,7.2,E,44.0,S,ENE,17.0,20.0,83.0,73.0,1009.8,1009.3,21.6,24.5,Yes,No
2011-01-20,Sydney,21.5,27.3,0.2,E,39.0,E,ENE,20.0,24.0,62.0,55.0,1013.5,1013.4,24.8,26.3,No,Yes
2011-01-21,Sydney,20.7,26.9,5.6,NE,41.0,ESE,ENE,4.0,28.0,66.0,60.0,1015.2,1013.1,25.1,26.3,Yes,No
2011-01-22,Sydney,20.5,28.4,0.0,ENE,31.0,NE,E,13.0,26.0,64.0,55.0,1016.3,1015.2,25.0,26.7,No,No
2011-01-23,Sydney,21.4,28.3,0.0,NNE,50.0,NNE,NE,20.0,28.0,57.0,57.0,1012.2,1009.1,25.2,26.1,No,No
2011-01-24,Sydney,21.0,35.4,0.0,SSW,69.0,NNE,NW,11.0,26.0,56.0,36.0,1004.1,1001.4,26.6,32.4,No,No
2011-01-25,Sydney,21.7,28.5,0.0,S,50.0,WSW,ENE,4.0,20.0,70.0,64.0,1008.0,1006.9,24.3,27.2,No,No
2011-01-26,Sydney,22.9,31.4,0.0,SSE,46.0,ESE,E,11.0,15.0,85.0,73.0,1011.5,1010.2,25.8,27.7,No,No
2011-01-27,Sydney,22.5,28.4,0.0,S,43.0,S,E,9.0,17.0,79.0,71.0,1013.5,1011.1,25.1,27.3,No,No
2011-01-28,Sydney,22.5,24.3,0.0,SE,41.0,SSE,SSE,20.0,24.0,70.0,59.0,1019.0,1019.1,23.1,24.1,No,No
2011-01-29,Sydney,19.8,25.0,0.0,E,39.0,ENE,ENE,11.0,24.0,76.0,48.0,1021.6,1021.3,20.7,24.6,No,No
2011-01-30,Sydney,17.8,28.2,0.0,NNE,43.0,NNW,ENE,15.0,24.0,64.0,56.0,1020.2,1016.3,23.1,27.5,No,No
2011-01-31,Sydney,22.2,31.6,0.0,ENE,33.0,ENE,ENE,2.0,17.0,72.0,49.0,1015.0,1011.8,26.1,30.0,No,No
2011-02-01,Sydney,22.7,33.5,0.0,NNE,37.0,W,NE,7.0,17.0,65.0,49.0,1011.3,1006.9,26.1,31.8,No,No
2011-02-02,Sydney,26.1,31.2,0.0,NE,35.0,SSE,E,13.0,20.0,59.0,70.0,1015.3,1012.7,28.7,28.4,No,No
2011-02-03,Sydney,25.1,37.5,0.0,SSW,70.0,SSE,SSW,11.0,24.0,58.0,54.0,1011.0,1009.9,30.6,33.6,No,No
2011-02-04,Sydney,24.0,33.7,0.0,ENE,43.0,N,ENE,7.0,28.0,72.0,73.0,1014.7,1011.1,27.3,27.8,No,No
2011-02-05,Sydney,24.2,41.5,0.0,NNW,56.0,NW,NNW,24.0,33.0,46.0,22.0,1010.0,1006.6,33.7,40.9,No,No
2011-02-06,Sydney,27.6,35.6,0.0,SSE,67.0,W,S,2.0,41.0,56.0,77.0,1012.7,1016.1,28.7,22.8,No,No
2011-02-07,Sydney,18.0,23.0,0.2,S,35.0,WSW,SE,13.0,19.0,64.0,58.0,1023.9,1020.6,18.7,22.6,No,No
2011-02-08,Sydney,18.7,25.3,0.2,ESE,30.0,WNW,ESE,11.0,17.0,67.0,52.0,1019.5,1018.6,21.2,24.2,No,No
2011-02-09,Sydney,18.1,24.5,0.4,E,33.0,SSW,ENE,13.0,11.0,69.0,83.0,1024.5,1023.6,21.8,21.6,No,No
2011-02-10,Sydney,20.4,25.7,0.0,NNE,41.0,W,E,7.0,24.0,85.0,70.0,1023.4,1020.3,21.3,24.3,No,No
2011-02-11,Sydney,21.0,29.2,0.2,SSW,39.0,NNE,ENE,7.0,13.0,63.0,60.0,1016.0,1011.4,25.3,28.3,No,Yes
2011-02-12,Sydney,22.7,23.1,1.4,S,52.0,S,S,30.0,26.0,87.0,76.0,1014.7,1016.4,22.7,22.2,Yes,Yes
2011-02-13,Sydney,19.5,22.8,9.6,SSE,54.0,SSW,S,11.0,26.0,83.0,88.0,1017.5,1018.4,21.5,21.3,Yes,No
2011-02-14,Sydney,20.6,24.2,0.4,SSE,41.0,SE,SE,20.0,19.0,59.0,59.0,1023.6,1023.4,21.9,23.6,No,No
2011-02-15,Sydney,18.3,25.0,0.0,ESE,31.0,WNW,ESE,9.0,20.0,84.0,54.0,1023.7,1022.0,20.7,24.0,No,Yes
2011-02-16,Sydney,19.8,26.7,2.2,NE,28.0,WNW,E,15.0,19.0,81.0,64.0,1019.7,1016.3,20.9,25.7,Yes,No
2011-02-17,Sydney,20.9,28.7,0.0,NNE,31.0,NNW,E,11.0,15.0,80.0,67.0,1013.7,1011.2,24.4,26.8,No,No
2011-02-18,Sydney,22.6,27.6,0.0,S,43.0,S,SE,20.0,13.0,83.0,70.0,1014.7,1014.0,23.5,27.0,No,No
2011-02-19,Sydney,22.4,30.1,0.0,NNE,44.0,NNE,NE,15.0,28.0,79.0,67.0,1011.2,1006.3,25.1,28.4,No,No
2011-02-20,Sydney,25.0,33.2,0.0,ESE,28.0,E,SE,6.0,13.0,61.0,49.0,1006.4,1005.7,30.1,32.0,No,No
2011-02-21,Sydney,20.0,24.9,0.0,S,65.0,SSE,SE,17.0,20.0,82.0,62.0,1012.7,1012.4,20.9,24.4,No,No
2011-02-22,Sydney,19.1,21.7,0.4,SSE,50.0,SSE,SSE,22.0,26.0,57.0,78.0,1021.6,1022.6,20.4,19.2,No,Yes
2011-02-23,Sydney,17.3,26.6,1.8,SSE,33.0,W,SSE,13.0,20.0,77.0,45.0,1023.1,1021.3,19.0,26.1,Yes,No
2011-02-24,Sydney,16.6,26.1,0.4,ENE,35.0,W,E,17.0,22.0,71.0,49.0,1019.9,1016.0,20.3,24.9,No,No
2011-02-25,Sydney,18.0,28.0,0.0,E,30.0,WNW,NNE,7.0,20.0,75.0,41.0,1014.5,1012.2,21.1,27.1,No,No
2011-02-26,Sydney,20.9,27.2,0.0,ENE,41.0,WNW,E,4.0,26.0,80.0,65.0,1012.5,1009.5,23.7,26.8,No,No
2011-02-27,Sydney,20.3,30.3,0.0,SSW,37.0,W,WNW,17.0,6.0,74.0,63.0,1008.3,1007.5,22.3,26.9,No,No
2011-02-28,Sydney,22.2,28.8,0.8,N,46.0,NE,ENE,13.0,26.0,83.0,65.0,1009.9,1007.8,22.7,26.1,No,No
2011-03-01,Sydney,22.7,33.6,0.6,SSE,54.0,W,WNW,9.0,17.0,53.0,39.0,1002.4,1003.1,28.8,32.5,No,No
2011-03-02,Sydney,19.4,21.8,0.0,SSE,43.0,ESE,E,19.0,11.0,58.0,59.0,1017.1,1015.0,20.5,21.2,No,No
2011-03-03,Sydney,17.4,31.7,0.0,ESE,33.0,W,SE,20.0,28.0,77.0,35.0,1009.1,1007.1,20.9,29.5,No,No
2011-03-04,Sydney,19.1,25.8,0.0,SSE,46.0,W,E,9.0,24.0,72.0,63.0,1011.7,1009.8,22.5,25.4,No,No
2011-03-05,Sydney,18.1,23.2,0.2,ESE,43.0,SSE,ESE,22.0,28.0,70.0,50.0,1022.5,1023.5,18.7,22.2,No,No
